Origin_Airport_Code,Destination_Airport_Code,Estimated_Duration_Hours,Estimated_Duration_Minutes
DUB,MXP,1,1
WAW,ALC,3,50
AGP,HEL,1,28
ZRH,CPH,1,43
GVA,LIS,5,6
GVA,AGP,2,24
ARN,GVA,1,0
MAN,HEL,3,52
ARN,LHR,3,4
FRA,DUB,1,40
IST,OSL,3,29
BCN,MUC,3,28
ATH,FCO,2,50
IST,PMI,3,35
BCN,MAD,2,43
BRU,MXP,1,26
HEL,CDG,2,46
AMS,WAW,1,25
IST,HEL,4,1
FCO,ATH,3,3
GVA,FRA,1,55
MUC,PRG,2,19
VIE,IST,3,37
PMI,DUB,2,2
BCN,FCO,2,30
CDG,HEL,3,15
GVA,MXP,1,0
HEL,AMS,3,41
LHR,FRA,2,16
AMS,ALC,3,39
MAD,ALC,1,24
ZRH,LHR,1,0
FRA,VIE,1,29
LIS,AMS,2,43
OSL,GVA,3,24
IST,ZRH,1,35
FCO,LIS,3,21
CPH,PMI,3,5
ARN,MUC,1,39
ATH,PRG,4,10
FRA,VIE,4,38
AGP,PRG,4,30
MAD,AMS,2,52
AMS,ATH,3,29
MUC,AMS,4,27
ZRH,AMS,3,23
HEL,MUC,4,38
IST,LIS,2,37
BCN,LGW,4,56
DUB,ARN,3,54
VIE,PRG,1,21
OSL,DUB,4,10
PRG,LGW,1,38
LGW,MAN,2,45
MXP,BUD,4,53
MXP,ATH,1,23
HEL,VIE,2,12
BUD,VIE,4,41
WAW,PRG,4,40
CPH,ARN,3,31
DUB,ARN,1,14
ARN,CPH,3,1
AGP,ALC,4,30
FRA,BRU,2,36
LHR,BUD,2,45
LGW,AMS,2,20
PRG,OSL,1,9
LGW,IST,2,2
PRG,ATH,2,58
ZRH,WAW,4,9
VIE,CPH,2,20
MUC,LGW,2,59
PRG,VIE,4,21
LIS,ZRH,3,19
GVA,LIS,2,8
DUS,BRU,2,41
OSL,FRA,3,11
FRA,ZRH,1,49
MXP,CDG,2,32
HEL,AMS,3,17
FRA,FCO,3,22
ZRH,CPH,2,56
FCO,DUS,1,49
IST,FRA,2,46
BRU,MXP,1,43
ALC,MUC,1,18
LHR,VIE,1,26
AGP,WAW,1,27
PMI,MAD,3,8
FCO,AMS,1,40
MAD,FCO,2,50
CDG,PMI,3,11
BCN,BUD,1,42
PRG,DUS,4,2
IST,WAW,1,41
FCO,OSL,3,10
ATH,WAW,4,34
VIE,AGP,4,40
WAW,OSL,1,50
ALC,FRA,5,0
BCN,DUS,1,40
ARN,DUS,2,2
PRG,LIS,1,26
BUD,GVA,1,35
DUS,MAD,2,40
DUS,LGW,2,35
AMS,IST,1,25
PRG,BUD,2,20
VIE,MXP,3,21
DUB,PMI,1,43
LHR,MXP,2,6
PMI,FRA,3,11
AMS,CDG,2,32
AGP,PRG,2,20
PMI,AGP,3,4
MUC,MAN,2,33
AGP,AMS,4,8
DUS,LIS,1,31
FCO,AMS,4,19
HEL,LHR,4,8
AGP,WAW,1,12
VIE,MAN,4,4
GVA,BRU,2,17
ARN,LIS,4,19
PRG,AMS,1,29
WAW,MAD,1,22
HEL,PRG,2,7
PMI,MUC,1,31
LIS,CPH,3,41
AGP,BRU,2,32
LIS,BRU,1,45
MUC,BCN,3,1
ALC,ZRH,3,59
MAD,IST,4,33
DUS,ATH,2,13
FRA,LIS,2,58
HEL,CDG,4,24
AMS,CPH,2,49
PMI,LHR,5,2
LHR,PMI,1,53
DUS,LHR,1,17
GVA,CDG,2,15
MAN,MAD,3,30
CDG,DUS,2,15
HEL,LIS,2,15
BCN,BRU,4,25
ARN,LHR,3,24
ZRH,AGP,3,57
LGW,CPH,2,34
PRG,WAW,4,9
LIS,AMS,2,34
ATH,LHR,3,57
MXP,DUB,3,40
FRA,AMS,4,14
AGP,DUS,3,36
IST,HEL,1,0
HEL,PRG,3,55
WAW,DUS,5,7
BUD,HEL,4,30
LHR,MUC,4,10
ATH,ALC,1,29
GVA,BUD,2,49
MAN,ATH,1,25
CPH,LHR,2,50
BRU,DUS,1,16
BRU,MAN,4,22
BRU,CDG,1,40
AGP,CDG,2,27
BCN,HEL,4,51
FCO,AMS,2,39
HEL,GVA,3,2
PRG,ARN,4,3
GVA,HEL,1,44
LIS,AGP,1,36
ALC,DUB,4,54
PRG,BUD,1,46
ARN,BRU,4,52
FRA,CPH,3,17
CDG,CPH,4,18
LGW,ZRH,2,32
WAW,LHR,2,35
ATH,WAW,4,26
CDG,ARN,2,18
BCN,MUC,2,25
FCO,IST,4,17
LIS,MAN,3,23
MAN,PRG,2,48
ALC,ZRH,1,19
LGW,OSL,1,41
LHR,DUS,3,28
MAN,FRA,1,52
MAN,FCO,2,24
GVA,CPH,1,55
FRA,DUS,3,44
OSL,ALC,3,49
ALC,LHR,2,36
MUC,LHR,2,31
MAN,LGW,4,20
AGP,GVA,1,31
DUS,BUD,4,15
PMI,BRU,1,19
MXP,HEL,3,14
HEL,PRG,2,1
LGW,FCO,3,42
BRU,MXP,3,27
BUD,LHR,4,20
OSL,BUD,2,42
OSL,VIE,2,13
BCN,ARN,4,43
CDG,ALC,1,13
CPH,CDG,2,18
OSL,FRA,1,0
MUC,AGP,2,0
CDG,DUB,4,11
IST,PMI,3,28
LGW,LIS,3,21
LIS,ZRH,1,46
MUC,ATH,4,44
HEL,DUS,2,41
AMS,DUS,1,37
PMI,FRA,4,16
MXP,GVA,3,32
CPH,PRG,1,39
LHR,FRA,2,49
BCN,MAD,1,42
BRU,BCN,1,31
MAD,LHR,4,11
ARN,LGW,2,23
CDG,ARN,1,15
ALC,CPH,4,56
CDG,AMS,1,29
ARN,MAD,3,57
ARN,WAW,4,20
IST,MAN,1,57
FCO,ZRH,4,31
MUC,DUS,4,2
ALC,BUD,3,3
VIE,FRA,1,7
ZRH,IST,3,45
FCO,HEL,3,3
DUS,FCO,3,43
WAW,PMI,3,43
AGP,CPH,3,58
CDG,BUD,1,17
ALC,WAW,1,47
ATH,CPH,2,7
MXP,LGW,2,59
AGP,LHR,3,21
IST,BUD,4,27
MUC,PMI,4,46
ARN,AMS,1,34
ZRH,CDG,1,37
PRG,MAN,2,23
IST,CPH,2,15
LHR,AMS,2,32
ZRH,CDG,5,8
ALC,ARN,4,13
OSL,PRG,3,46
AGP,OSL,1,50
BRU,BCN,1,18
MAN,PMI,4,28
BRU,HEL,2,48
LIS,ATH,3,10
AMS,ARN,4,34
ALC,CDG,4,22
BCN,VIE,1,17
ALC,BUD,1,33
DUB,OSL,2,38
BRU,AGP,1,40
LIS,DUB,3,21
AGP,LGW,4,14
GVA,CPH,2,48
ALC,CPH,2,26
ALC,IST,2,4
HEL,ATH,1,20
LGW,LIS,2,24
IST,MUC,3,57
CPH,ALC,4,15
HEL,LHR,1,45
MAD,LHR,3,34
LIS,VIE,2,17
AMS,FRA,3,47
GVA,PRG,2,47
LHR,ALC,1,34
BRU,ATH,3,17
MAN,ZRH,4,38
GVA,OSL,3,0
LGW,MAN,2,47
ALC,DUS,3,34
ATH,ZRH,2,29
PRG,OSL,2,29
VIE,MUC,4,15
AMS,GVA,3,45
OSL,HEL,4,35
DUS,VIE,2,57
MXP,MAD,3,40
DUB,PMI,5,1
AMS,ARN,3,44
FCO,WAW,3,31
ZRH,CPH,1,29
MAD,FCO,1,49
IST,DUB,3,54
CDG,OSL,1,59
AGP,MAN,1,0
HEL,ALC,1,16
LHR,LIS,4,11
MXP,AMS,3,25
FRA,MUC,1,43
CDG,ARN,4,21
FRA,GVA,4,26
LGW,BUD,3,13
FCO,VIE,2,59
PRG,FRA,1,14
DUB,PMI,2,58
CPH,PMI,3,10
VIE,ARN,4,32
GVA,PMI,4,3
CPH,LHR,1,27
FRA,FCO,1,29
MUC,CPH,1,0
GVA,MAD,3,44
WAW,MUC,1,21
VIE,LHR,2,10
WAW,MXP,3,42
AGP,FRA,1,32
CDG,LHR,4,7
LGW,PMI,2,12
DUB,BCN,1,35
AGP,LGW,1,4
MXP,OSL,2,5
MXP,WAW,4,15
ALC,CPH,4,2
DUS,CDG,1,12
PRG,MXP,1,21
BCN,LIS,1,39
GVA,VIE,3,54
FCO,CPH,2,50
AMS,ZRH,4,28
ALC,GVA,1,26
PRG,BUD,2,2
DUS,CPH,2,36
ZRH,DUB,1,0
FCO,MAD,2,34
DUS,CPH,4,11
PRG,GVA,1,26
DUS,IST,4,7
DUS,CPH,3,20
IST,PRG,3,13
ARN,GVA,2,46
MXP,VIE,2,22
MAD,MAN,2,45
BCN,FRA,4,21
ZRH,AGP,3,20
MUC,PMI,4,37
GVA,VIE,3,1
FRA,BCN,1,36
AMS,IST,1,50
VIE,DUB,3,18
MUC,BCN,1,38
LIS,VIE,3,18
LIS,PRG,3,55
MXP,PMI,1,29
BUD,OSL,3,15
MAN,ARN,3,16
CDG,MXP,2,37
ALC,PRG,3,54
CDG,MAN,4,50
CPH,BRU,3,40
FRA,PMI,4,55
MXP,MAN,1,27
MXP,AMS,2,34
CDG,OSL,1,22
HEL,OSL,2,36
BUD,MUC,1,20
LHR,OSL,4,56
BUD,MAN,1,22
DUS,CDG,2,45
LHR,VIE,2,52
PMI,CPH,2,37
ZRH,MAD,3,36
BUD,ZRH,1,24
ZRH,ATH,4,12
CDG,ALC,2,34
GVA,LHR,2,53
HEL,DUB,3,7
ATH,DUB,4,35
HEL,BRU,3,36
MUC,DUS,3,18
ATH,LIS,1,57
BUD,BRU,5,11
PMI,DUS,1,27
MAN,DUS,2,59
PRG,CPH,1,15
IST,BRU,4,20
AGP,ALC,2,55
ZRH,FRA,3,59
MXP,FCO,4,14
MAN,BUD,3,27
CDG,WAW,2,54
HEL,FRA,2,2
ATH,IST,3,5
ALC,LHR,4,1
MAD,MUC,1,49
ATH,HEL,3,42
AGP,ALC,1,17
OSL,PMI,4,52
AMS,CPH,1,11
MUC,PRG,1,46
MXP,MUC,4,10
MXP,AMS,3,17
MAD,MAN,4,49
MAD,HEL,4,44
PRG,MAN,3,56
LHR,HEL,1,36
MXP,BRU,3,10
ZRH,DUS,3,7
PRG,FRA,2,13
BRU,MAD,2,59
IST,ATH,1,15
CPH,ALC,1,12
LIS,FCO,4,8
HEL,LHR,1,54
ZRH,LGW,4,16
BRU,IST,3,4
LGW,IST,2,6
ATH,MUC,3,30
MAN,BCN,3,4
CPH,PMI,3,36
AGP,MAN,4,5
MAN,BUD,4,20
GVA,BRU,4,35
MXP,BRU,1,55
VIE,IST,4,18
GVA,CPH,5,2
LGW,LHR,1,35
LIS,GVA,1,52
CDG,AMS,4,13
CPH,MUC,1,40
PMI,HEL,1,11
LIS,AGP,3,23
IST,CDG,2,3
ATH,PMI,3,12
FCO,PMI,3,47
IST,PRG,2,47
DUB,DUS,2,11
LGW,HEL,3,43
FRA,ALC,4,10
OSL,ALC,3,13
AGP,MAD,2,46
GVA,MXP,1,0
LGW,BRU,1,37
BUD,GVA,1,32
AGP,FCO,4,13
LIS,GVA,1,23
LIS,VIE,1,26
PRG,DUB,4,50
BRU,HEL,1,33
OSL,MXP,3,51
CPH,ALC,2,7
WAW,FCO,4,44
LHR,IST,2,3
LIS,DUS,1,18
FRA,BUD,1,38
AGP,GVA,1,34
DUS,BRU,3,26
HEL,LGW,1,29
CDG,MAN,2,8
VIE,AGP,1,36
AGP,HEL,3,52
HEL,AGP,2,56
HEL,LHR,2,52
ZRH,FCO,3,4
AMS,MAD,3,0
MAN,MXP,1,35
MAD,ATH,2,48
DUB,ATH,2,41
LGW,DUB,1,28
LIS,ATH,1,40
ZRH,FCO,4,11
WAW,IST,1,34
AMS,DUS,4,25
GVA,CPH,4,5
WAW,IST,4,1
PRG,FRA,1,42
CDG,BUD,1,22
CPH,LHR,2,24
ZRH,WAW,5,3
BCN,DUB,5,10
AMS,MAN,2,37
VIE,ZRH,1,0
FCO,MAD,4,55
AGP,CDG,3,2
FRA,WAW,2,7
MAD,FCO,2,36
CDG,DUB,2,32
PMI,GVA,3,7
VIE,LHR,5,2
WAW,BRU,1,10
PMI,LHR,2,31
LIS,PMI,4,45
AGP,IST,3,28
VIE,OSL,1,41
VIE,PRG,2,11
AMS,PRG,2,35
BRU,CPH,4,16
DUB,ATH,3,27
WAW,VIE,3,30
OSL,BCN,1,38
PRG,ZRH,3,7
DUB,BCN,3,14
LIS,VIE,1,14
ZRH,PMI,2,40
OSL,MUC,3,44
AMS,AGP,5,3
DUB,OSL,1,32
MAN,GVA,2,22
MAD,HEL,1,48
PRG,HEL,1,53
CDG,BRU,1,24
ARN,BCN,3,33
OSL,ATH,3,33
MUC,MAN,1,43
ALC,ARN,2,26
ATH,WAW,1,8
ATH,BUD,2,49
PMI,HEL,2,40
FCO,FRA,2,31
ATH,MUC,4,10
VIE,FRA,2,39
MXP,OSL,2,10
GVA,CDG,2,50
DUS,PRG,1,24
BUD,LIS,4,39
DUS,LHR,1,18
BCN,ALC,2,44
PMI,IST,4,37
VIE,BUD,4,10
MAD,GVA,1,26
WAW,ATH,1,20
ATH,MAN,3,9
ATH,IST,1,22
DUB,HEL,1,30
MUC,ALC,1,53
WAW,PRG,3,44
ZRH,AMS,1,36
DUB,AGP,2,42
MUC,HEL,2,26
FRA,LIS,2,25
MAD,PMI,2,30
DUB,LIS,1,20
GVA,CPH,1,15
GVA,LGW,4,26
LGW,BRU,2,1
LIS,MUC,2,16
BRU,LGW,5,2
MXP,ATH,1,4
AMS,PRG,3,16
MAD,MAN,2,56
CPH,BRU,3,13
FRA,FCO,1,45
HEL,BCN,4,49
MAN,VIE,3,11
PRG,ZRH,3,41
ALC,MAN,3,33
ALC,DUB,3,59
ZRH,MXP,4,26
MAD,FRA,1,53
MXP,BRU,1,7
VIE,DUS,2,9
BRU,AGP,2,37
WAW,ARN,1,39
GVA,PMI,2,58
LHR,BRU,2,30
MAN,PRG,2,0
LGW,ATH,2,40
MAN,ZRH,4,16
MXP,BUD,1,47
FCO,LHR,3,56
LHR,BUD,2,59
ZRH,BRU,2,48
AGP,FRA,2,47
CPH,LIS,2,46
LIS,AGP,3,51
WAW,BUD,2,17
MAN,MUC,2,47
MAN,OSL,3,16
LGW,CDG,3,43
LGW,LHR,1,50
AMS,MAD,5,2
AMS,WAW,4,46
MXP,ALC,2,10
MAN,CPH,3,1
PRG,LHR,4,56
AGP,FCO,5,1
FCO,AMS,3,36
BRU,GVA,1,49
DUS,GVA,3,0
MXP,ZRH,2,16
FRA,MUC,4,22
CPH,AMS,2,55
DUB,BRU,3,14
LIS,DUB,3,8
LGW,AGP,1,0
MAD,BRU,4,22
DUB,FCO,3,14
ATH,MAD,5,6
PMI,LGW,1,25
HEL,AMS,2,11
CPH,VIE,4,46
HEL,PMI,4,31
MAN,CDG,1,57
LIS,PMI,2,31
CDG,ARN,3,53
MAN,ZRH,2,5
MAD,BCN,3,27
FCO,AGP,3,42
FRA,LIS,1,34
AMS,MAN,3,9
BCN,FRA,4,21
BCN,IST,1,46
BCN,ATH,3,15
WAW,MXP,1,40
LGW,MAD,2,14
VIE,MAD,3,35
MXP,MUC,3,47
CDG,MUC,1,33
ZRH,MAD,4,3
CDG,IST,4,57
FCO,BUD,4,36
LHR,CPH,1,37
CPH,VIE,3,41
MAN,WAW,3,24
PMI,PRG,3,20
PRG,VIE,4,34
MUC,GVA,4,13
GVA,DUB,1,52
GVA,AGP,4,2
ATH,IST,2,4
MAD,AGP,1,0
OSL,HEL,2,12
FCO,DUS,1,15
LIS,CDG,2,42
ZRH,PMI,4,12
MAN,ARN,2,43
LGW,WAW,4,51
ALC,CDG,2,29
GVA,AMS,3,3
MXP,FRA,4,17
ZRH,PRG,1,55
BCN,LGW,1,12
MAD,CPH,1,46
CPH,FCO,4,24
IST,LIS,1,15
DUS,PRG,4,0
IST,PMI,1,37
BCN,DUS,1,22
AMS,ZRH,2,40
DUB,DUS,2,21
LGW,AMS,1,59
FCO,VIE,4,3
ARN,VIE,3,53
MXP,OSL,4,33
BUD,ZRH,3,4
HEL,VIE,2,27
PRG,OSL,1,10
ATH,LGW,2,14
LHR,FRA,2,57
MUC,VIE,1,24
VIE,OSL,2,42
GVA,ZRH,5,8
MAD,FRA,3,27
DUB,CPH,4,34
DUS,PMI,3,3
LHR,WAW,3,58
CPH,FCO,1,40
IST,ATH,1,56
IST,DUB,3,39
FRA,PMI,2,44
CDG,AMS,2,41
LIS,FCO,2,1
MAN,ARN,2,51
FRA,FCO,3,26
ALC,GVA,1,6
MUC,ZRH,4,32
DUS,AGP,2,27
AMS,PMI,4,28
CDG,FRA,1,46
ZRH,CPH,3,28
AGP,MUC,2,5
MAN,ZRH,2,17
DUS,IST,3,16
CPH,BUD,4,19
BRU,MAN,2,12
WAW,MXP,2,40
AGP,CDG,3,43
FRA,BUD,1,21
BCN,VIE,3,22
ARN,LHR,3,15
ALC,MXP,2,39
MAD,DUB,1,0
FRA,BUD,3,34
AMS,ALC,2,24
HEL,CDG,1,0
OSL,DUB,2,2
WAW,PMI,2,14
LGW,MAN,2,5
ARN,WAW,1,47
LGW,VIE,2,50
MAD,HEL,1,54
MUC,VIE,1,59
BCN,GVA,3,34
CDG,LIS,4,35
DUB,LHR,4,9
MAD,ARN,1,44
WAW,VIE,4,37
BCN,ALC,1,26
FRA,ALC,1,55
ATH,LGW,4,3
GVA,BUD,3,59
GVA,ZRH,3,35
DUB,ARN,3,53
CPH,DUB,4,24
CPH,PMI,3,40
DUB,LHR,5,3
BUD,PRG,2,29
IST,ARN,4,57
ATH,PRG,2,48
BCN,AGP,1,56
PRG,AGP,1,28
FRA,PMI,3,41
GVA,ARN,5,5
AGP,ALC,2,44
DUB,AGP,4,30
AGP,OSL,3,12
ARN,ATH,2,37
MAN,BCN,1,21
ALC,MUC,4,58
PMI,HEL,1,42
IST,PRG,1,42
CPH,DUB,4,40
PRG,HEL,4,21
HEL,OSL,1,0
ALC,OSL,4,38
HEL,MXP,2,20
CPH,FCO,3,41
DUB,PMI,4,6
DUB,CPH,4,36
CPH,OSL,1,19
BCN,MUC,3,52
HEL,IST,2,8
DUB,ATH,1,48
HEL,VIE,2,13
AGP,ATH,2,31
DUS,DUB,3,2
CPH,PRG,1,42
ATH,BCN,4,24
VIE,PMI,3,41
OSL,HEL,1,26
PRG,ZRH,2,37
LGW,MUC,2,50
FCO,ATH,4,4
ALC,VIE,3,35
MUC,AMS,3,57
LIS,AMS,2,15
PMI,HEL,3,39
DUS,AGP,1,27
VIE,FRA,3,44
BRU,OSL,2,35
ARN,LIS,1,4
GVA,MAD,3,43
DUS,PRG,1,0
MAN,VIE,1,32
CPH,MXP,3,36
OSL,DUB,3,31
LHR,LGW,2,24
FCO,PRG,2,0
MAN,BRU,1,34
AMS,ALC,3,14
DUS,GVA,4,30
FRA,PRG,4,46
BRU,LIS,2,56
WAW,VIE,4,15
BCN,PRG,1,41
HEL,CPH,3,18
PMI,ZRH,1,23
MUC,LHR,2,8
LIS,PMI,3,54
OSL,LHR,5,6
BRU,LHR,2,29
DUB,ARN,1,45
ARN,BRU,1,26
HEL,MXP,2,48
BCN,LIS,2,47
CDG,GVA,3,9
DUS,PMI,1,57
ALC,CDG,4,47
AGP,PMI,1,57
BCN,WAW,4,32
LGW,ALC,2,35
VIE,LHR,1,25
ZRH,MAD,2,40
AGP,ALC,3,28
GVA,DUS,2,6
MAD,ALC,1,32
BUD,PMI,3,42
BUD,LHR,2,52
LIS,ALC,4,2
LIS,ARN,3,51
WAW,PMI,3,51
MAD,PRG,4,24
MUC,ARN,1,18
DUB,DUS,2,49
FCO,CDG,2,16
AGP,CDG,2,37
PRG,LIS,3,48
FRA,CDG,4,21
AGP,IST,4,20
ARN,OSL,4,1
HEL,AMS,3,10
LGW,VIE,4,19
MUC,BUD,3,1
MAD,MUC,3,38
LGW,BUD,2,22
LHR,WAW,4,2
IST,LIS,2,4
CDG,PRG,1,55
MUC,FCO,1,11
DUB,VIE,2,18
MAN,ARN,3,22
PMI,MUC,3,36
MAN,VIE,2,40
ARN,VIE,4,23
HEL,MAN,1,37
OSL,LHR,3,2
IST,OSL,3,8
OSL,FRA,3,51
AGP,VIE,1,36
BUD,BRU,3,44
BUD,AGP,5,7
ATH,BCN,3,41
CPH,PMI,1,20
MAD,ALC,4,10
WAW,MAD,4,19
DUB,CPH,4,46
BRU,BCN,1,55
ZRH,AGP,4,50
LHR,ALC,1,34
PRG,ARN,1,57
BRU,MAD,3,14
PRG,ALC,3,43
AMS,OSL,1,3
ALC,DUS,1,11
PRG,MUC,1,36
AGP,CPH,1,10
HEL,MXP,4,2
DUS,HEL,3,18
MAN,BCN,2,57
CPH,DUS,3,27
AMS,FCO,1,19
MUC,BCN,2,47
MAD,IST,3,48
PRG,OSL,1,0
HEL,BRU,2,55
VIE,CDG,1,0
LIS,LGW,2,56
DUB,MAN,2,7
CDG,WAW,3,14
VIE,PRG,2,3
OSL,VIE,1,0
PMI,HEL,3,6
VIE,LGW,3,34
LIS,BUD,2,34
GVA,BUD,3,7
BUD,AMS,3,36
LGW,DUB,3,41
MUC,WAW,4,32
VIE,BUD,3,24
OSL,MXP,4,28
IST,BUD,3,1
MUC,LGW,3,12
MUC,ALC,1,0
ZRH,DUS,2,7
GVA,OSL,2,56
MUC,MAD,1,45
BCN,DUS,4,18
WAW,AMS,2,9
CDG,BCN,2,29
BRU,MAD,1,54
MAD,AMS,1,57
HEL,GVA,1,50
FCO,DUB,1,32
MAN,PMI,1,31
FRA,MAD,4,43
MAN,MAD,4,20
IST,FRA,1,38
PMI,FRA,2,53
WAW,LIS,1,14
BRU,MAN,2,31
CPH,FCO,4,3
LGW,WAW,1,27
BCN,VIE,3,16
FRA,ATH,3,33
MUC,FRA,2,19
LIS,IST,4,8
CDG,LGW,1,11
BCN,GVA,1,18
LIS,MAN,3,33
CPH,IST,1,19
AMS,MUC,4,42
OSL,LIS,3,20
IST,PMI,3,11
IST,ALC,4,48
BUD,MXP,1,20
VIE,LHR,2,57
WAW,PMI,3,0
PRG,WAW,1,49
CPH,LGW,3,6
ATH,ZRH,4,2
MAD,BCN,2,24
MAN,LHR,4,40
ARN,VIE,2,48
BRU,FCO,1,40
MUC,BUD,4,31
MAN,BUD,1,2
VIE,MAD,3,39
LGW,CPH,4,5
DUS,MAN,2,48
MUC,CPH,3,57
OSL,FRA,2,54
WAW,DUB,2,1
OSL,DUB,2,36
ARN,BCN,1,57
ARN,FCO,3,1
LGW,MUC,3,15
LGW,BUD,1,39
MUC,GVA,4,22
LHR,BCN,2,39
BCN,FCO,2,8
LIS,LHR,2,19
DUS,GVA,3,37
AGP,FRA,1,19
LIS,BRU,2,51
LHR,WAW,2,54
LIS,IST,1,55
CPH,GVA,4,32
DUB,ALC,4,0
LGW,FCO,1,0
LGW,PMI,2,28
ATH,ALC,4,49
FRA,FCO,1,15
OSL,FCO,4,40
DUS,FRA,1,47
MAD,AMS,1,59
WAW,MAD,1,18
ALC,VIE,2,2
FCO,VIE,1,0
LIS,ARN,3,31
ARN,PRG,4,11
PRG,DUS,3,40
ARN,BRU,1,32
VIE,PRG,3,1
WAW,VIE,1,49
MXP,PMI,4,6
GVA,DUB,3,54
ARN,MUC,1,34
FRA,CDG,2,6
LGW,ALC,4,41
PMI,WAW,1,0
LIS,ARN,1,47
VIE,MXP,2,40
CDG,FRA,3,11
ZRH,DUB,4,7
BUD,ARN,4,50
ALC,LIS,1,11
ATH,DUS,2,28
BCN,CPH,1,53
BRU,ATH,1,45
ARN,MXP,2,32
IST,MUC,2,9
CPH,CDG,2,40
LGW,ARN,3,0
MUC,DUB,3,54
IST,BUD,2,53
DUB,FRA,2,15
CDG,ARN,1,10
LHR,BRU,3,58
ATH,MAD,1,29
CDG,OSL,2,0
HEL,CDG,1,22
CPH,BUD,3,59
AMS,HEL,3,8
ATH,PRG,2,32
CDG,IST,3,6
ATH,GVA,2,26
DUS,ATH,1,1
ATH,AMS,1,11
WAW,BUD,3,6
DUB,DUS,3,54
IST,MAD,2,5
LHR,IST,4,8
DUB,CDG,4,2
LHR,PMI,4,29
LIS,DUB,4,17
BUD,BRU,2,22
AGP,ATH,3,56
LHR,GVA,3,59
MAD,WAW,2,17
ATH,BUD,1,11
MUC,PMI,1,40
DUS,LGW,2,48
ALC,GVA,1,35
MXP,BCN,3,33
LHR,LGW,3,49
ARN,OSL,2,6
ARN,GVA,2,33
CPH,MUC,2,6
LIS,CDG,4,9
PRG,FCO,2,12
LGW,WAW,1,49
WAW,DUS,4,8
BRU,DUS,4,41
LIS,AGP,3,56
BCN,ALC,1,12
FRA,DUS,4,14
OSL,ATH,1,23
PMI,LIS,3,29
CDG,DUS,3,27
ALC,AGP,2,8
FRA,MUC,1,45
PMI,CDG,4,18
LGW,ATH,2,6
DUS,LIS,2,27
DUS,VIE,4,2
ALC,LGW,1,32
AGP,CPH,3,4
AMS,LHR,2,43
IST,ALC,1,11
AGP,MAN,1,22
IST,LHR,2,40
CPH,PRG,4,24
MAN,DUS,2,4
CDG,VIE,2,29
CPH,VIE,2,21
MXP,DUB,3,31
MXP,VIE,2,24
LHR,IST,5,6
ATH,MUC,3,6
BUD,CDG,2,17
IST,CDG,3,42
LGW,CDG,4,28
IST,BRU,1,12
GVA,MAD,1,25
ATH,IST,4,26
OSL,AGP,4,19
ZRH,GVA,4,0
CDG,MAN,1,30
DUS,MAN,1,17
FCO,IST,2,3
ARN,WAW,3,15
CDG,FCO,3,24
AGP,FCO,1,55
PRG,AMS,3,44
ARN,MUC,1,9
LIS,MXP,1,14
ZRH,LGW,2,22
ARN,CDG,4,5
LHR,MAN,4,34
BCN,IST,1,16
DUS,MXP,2,47
MXP,MAN,1,42
DUS,BCN,2,39
VIE,PRG,3,22
BRU,ALC,1,28
DUB,ARN,3,9
CPH,FCO,4,32
PMI,MUC,4,40
LGW,GVA,4,34
CPH,WAW,4,30
DUB,BUD,3,37
LGW,OSL,1,22
MUC,IST,5,6
BRU,PMI,2,6
MUC,MXP,2,1
WAW,ALC,3,32
DUB,GVA,2,4
MUC,IST,3,16
AGP,FCO,1,53
DUS,MXP,4,20
HEL,PRG,2,25
DUS,PRG,3,48
GVA,FRA,1,3
IST,FCO,1,51
LHR,CDG,1,42
GVA,OSL,2,24
FRA,ALC,3,19
OSL,FRA,3,50
BCN,GVA,1,22
MUC,VIE,1,22
IST,ATH,1,35
MAD,LGW,3,33
PMI,BRU,2,25
OSL,MAD,1,31
MXP,DUS,1,10
WAW,ATH,2,24
WAW,OSL,3,36
OSL,ZRH,4,5
CPH,CDG,4,0
WAW,LGW,2,20
MXP,AMS,3,35
LGW,DUB,4,27
LIS,OSL,1,10
ALC,LGW,4,25
MXP,BUD,2,18
FCO,CPH,2,59
ATH,ZRH,2,36
MXP,BRU,4,22
BRU,PMI,4,41
ZRH,LGW,1,45
LIS,PRG,1,29
VIE,MAD,4,3
ARN,AMS,4,21
CDG,ATH,1,30
ALC,MAN,4,28
CPH,BUD,1,11
CPH,OSL,1,54
CPH,MAN,3,52
MAD,CDG,4,17
LGW,GVA,2,51
DUS,OSL,3,43
LIS,PMI,3,2
FRA,VIE,3,34
CDG,DUS,1,58
DUS,FRA,1,39
ZRH,ATH,2,36
GVA,LHR,3,57
WAW,ALC,3,3
PRG,BCN,4,39
CPH,MAD,3,26
AGP,VIE,2,38
ATH,OSL,1,57
ALC,ATH,2,57
DUS,PRG,4,31
HEL,ATH,1,10
MUC,MAN,3,16
CDG,LGW,1,0
VIE,FCO,3,53
BRU,ZRH,2,33
PRG,LGW,3,51
OSL,VIE,1,34
VIE,ZRH,2,40
DUB,DUS,1,27
BCN,CPH,2,36
MXP,ZRH,2,43
ARN,BUD,1,32
LHR,GVA,4,49
WAW,MXP,2,1
ATH,MAN,2,43
BRU,MXP,1,28
DUB,ATH,2,52
MUC,MAD,3,6
WAW,ZRH,4,58
CPH,FCO,2,52
BRU,ARN,2,11
